Content,Label
Ancora terremoto,pos
Un fuerte terremoto de magnitud  sacude México  ,neg
Notte un cazzo Il terremoto nn mi fa dormire Forse è meglio dormire vestiti,pos
Che scossa Mi ha letteralmente tirata giù dal letto terremoto,pos
Un terremoto de magnitud  sacude la costa este de Taiwn Un nuevo temblor se ha registrado en el pas asitico después del terremoto que mat a seis personas y dej a ms de  heridos el martes  ,neg
Terremoto de magnitud extrema en Grecia cerca de Samos y tsunami en la ciudad turca de Izmir  Videos de lo que est pasando ahora y ltimas informaciones    Terremoto de magnitud extrema en Grecia cerca de Samos y tsunami en la ciudad ,neg
Terremoto piuttosto forte,pos
EPN MxDiputados QUE PASA CON OXACA NO SE VE EL APOYO DONDE QUEDO ESE SEGURO DEL TERREMOTONO SE QUEDEN CON EL DINEROENTREGENSELO A LA GENTE DE TEHUANTEPEC JUCHITAN SALINA CRUZ Y TODOS LOS DAMNIFICADOS,neg
A mi personalmente se me rompi el tmpano de tanto or a La Terremoto TCMS,neg
Terremoto luce in Vastogirardi Isernia    ,neg
terremoto  due scosse ravvicinate porc che botte milano,pos
Urgente   Un fuerte terremoto sacude Honduras y Cuba y provoca una alerta de tsunami  Emiten alerta de tsunami ,neg
USGS Sismo Temblor Terremoto M   km SW of Nikolskoye Russia,neg
I added a video to a YouTube playlist  Banda Terremoto Show  Puro Durango  Completo,neg
kaarconpecas Qué casualidad que mi trabajo desapareci en el terremoto y venda malteadas de chocomenta msica dramtica,neg
Terremoto a Cosenza alle  Paura tra la gente molti in strada  ilmessaggeroit,neg
Forte e lunga scossa a Città della Pieve Perugia Terremoto,pos
Si balla ad Ancona Avvertita distintamente scossa di Terremoto earthquake CenterItaly aspettiamo di sapere Magnitudo ed epicentro,pos
terremoto è durato un bel po a settimomilanese Risvegliato da forti oscillazioni,pos
altra scossa qui in veneto sentita dopo altre tre piccole scosse terremoto,pos
Ma cè stato il terremoto a Lecco paura,pos
ChicaTerremoto  ,neg
ALERTA COLISTEROS SE VIENE EL TERREMOTO DE FACEBOOK YA PERDI US  MILL  EN LA BOLSA NY POR VENDER DATOS,neg
terremoto sentito a ostia dove altro,pos
Diverse scosse di terremoto in Sicilia  via hashtagsicilia,neg
Escuela daada por el terremoto en  Alumnos siguen recibiendo clases en el comedor ,neg
no me haba percatado que el ambiente poltico esta movido bueno siempre lo esta pero ahora es el terremoto en el APRA,neg
Victoria es un terremoto,neg
Terremoto A Mantova si è sentito lungo e forteQualcuno sa  qualcosa,pos
Ya ha llegado mi terremoto ,neg
Ya los piojosos le atribuyeron el terremoto en Turqua a la dictadura UribeDuque ,neg
altra forte scossa sentita a milano terremoto ore ,pos
Ha appena fatto il terremoto nella mia zona,pos
Un altra scossa ora a milano terremoto,pos
Un fuerteterremotode magnitudha sacudido este domingo la costa dePer a unos  kilmetros al suroeste de la ciudad de Acari segn informa en su pgina web el USGS el servicio geolgico de Estados Unidos ,neg
 Medios turcos reportan amplios daos tras el terremoto que ha provocado que el mar se adentre en algunas localidades del pas ha sido un terremoto muy grande es difcil tener uno ms grande gt  ,neg
MUNDO Alerta de tsunami en el Caribe tras potente terremoto en Cuba y Honduras ,neg
flash informativo hora  Terremoto en Per domingo  espectador ,neg
anche il terremoto bene,pos
Después del terremoto viene la reconstruccin la importancia de la resiliencia México ,neg
NEWS Terremoto in tempo reale INGV  scosse di oggi  marzo  ultimi terremoti orario ,neg
vogliodirelamia Ho vissuto il terremoto del Friuli si SALVA PRIMA la gente Non so se tu sia capace di riconoscere non sembra nè credo,pos
Terremoto intenso e lungo Sussultorio credo,pos
Ma si può esser svegliate dal letto che trema terremoto Milano,pos
Se registra terremoto de  grados en Papa Nueva Guinea Ms informacin gtgtgt ,neg
Que que ceis to falando de terremoto a,neg
y en RE flexiones de jueves  July Gentlemen recuerdo una frase de un dirigente Irani que dijera o sea como se sentirian si enviaramos no se submarinos nucleares a California a California donde hoy Terremoto captan o todavia a ver flexionen neuronas    ,neg
Turqua terremoto de  grados  va teleiguana,neg
Después del terremoto viene la reconstruccin la importancia de la resiliencia México ,neg
Nuova scossa terremoto numeri emergenza Ferrara  Modena  Mirandola  San Felice  Cento ,pos
ad Arezzo bella scossa di terremoto nessun altro,pos
corriereveneto super scossa di terremoto dalle parti di vicenza,pos
Il mio letto già cigola e balla di suo figuriamoci con il terremoto neanche su una nave da crociera,pos
Scossa di terremoto alle   Tutti in strada,pos
TsunamiEgeo TerremotoGrecia MarceloEbrard TERREMOTO EN TURQUA Y GRECIA DE M     de Octubre   a través de YouTube,neg
Dopo il  marzo reti Mediaset il dopo terremoto stanno tutti bene in  giorni hanno ricostruito tutto,neg
Sul App Store esiste un App che che ti dice quando cè un terremoto Perchè uno non se ne accorge se ce ne è uno no,pos
VIDEO La impactante cronologa del terremoto de  en México ,neg
Ancora una scossa avvertita a massa è sembrata meno forte di quella di stamani alle  versilia toscana terremoto,pos
CLMoralesB CarlosGalvez Ojal no sea tan realista como el simulacro de terremoto de Jaime Nebot,neg
Terremoto tutte le tecnologie di gestione e allerta  via ,neg
Orozcoaylen Terremoto pa tu cola,neg
altra scossa di terremoto sentita ebene a trieste ,pos
VILLALVAZO acervantes inakimanero por eso el dicho de que el que se olvida de su historia est condenado a repetirla se acuerdas de hace aos lo que pas ah antes del terremoto,neg
Il simpatico terremoto delle  di mattina ANSIA,pos
Me ha gustado un vdeo de YouTube   Terremoto Japn  Sendai  de Marzo de  Compilado HD ,neg
Terremoto tremano Grecia e Turchia  via YouTube,neg
AMPLIAMOS El balance de vctimas por el terremoto en Per asciende a dos muertos y  heridos  ,neg
Amo ser Venezolana pero SAQUENME DE EST VAINA NOJODA SIENTO QUE NUNCA VOY A CONOCER A LOS MUCHACHONES POR EL TERREMOTO LLAMADO SOCIALISMO   zabdielschama vamonos nadando para PR chama ah no negrean a las fans ksjahs ,neg
Terre terre terremoto pa tu cola,neg
Estbamos re trancas con Delfina hasta q son terremoto pa tu cola AHI SE FUE TODO A LA MIERDA WACHO,neg
mi ha svegliata il terremoto scossa lunga ondulatoria intensa cazzo,pos
TERREMOTO IN CORSO,pos
Lieve Terremoto M epicentro  km E Sestola MO alle   UTC ,neg
qualche associazione richiede volontari io ci sono terremoto,pos
Terremoto interno deixa a cabeca inxada,neg
Todava no nos recuperamos del susto de septiembre cmo se vivi en México el terremoto de magnitud  ,neg
Un terremoto de magnitud  sacudi a México  Infobae ,neg
terremoto  a roma  si è sentita eccome e non è durata poco Epicentro in Toscana,pos
AgusLaurista TERRE TERRE TERRE TERRE TERREMOTO PA TU COLA TERRE TERRE TERRE LAS WACHAS SE PONEN LOCAS,neg
Ooo cristo il terremoto ,pos
di nuovoooo terremoto milano,pos
terremoto forte di nuovo Forse maggiore alla precedente,pos
Me gust un video de YouTube  La Loca Carmen Despues Del Terremoto,neg
Mantova scossa di terremoto fortissima durata quasi due minuti,pos
ISOLA DEI FAMOSITERREMOTO DI ELIMINAZIONI  E I TRE IN NOMINATION NELLA PALAPA ,neg
Sismo Temblor Terremoto     hrs  km al SE de Pisco Per  Mww ,neg
Ma sto terremoto  ,pos
KimberlyLoaiza Hubo otro terremoto,neg
Nuove scossette terremoto per tenerci sempre allegri,pos
Basta ancora il terremoto,pos
Ya viste que ni ritcher midio el terremoto el epicentro del sesmo est dnde te toco,neg
Terremoto no Equador deixa uma menina morta  ,neg
VIDEO Cuando ests en el fondo del mar y te sorprende un terremoto filipinas ,neg
A MARIA Burela registra un terremoto de magnitud   ,neg
cuando pongan terremoto pa tu cola me lleno la zanja de arena y me pongo a tomar sol,neg
Soy yo o ha habido un terremoto,neg
terremoto sentito in diretta linviato di skytg annunciare una scossa da cavezzo MO e dopo pochi secondi sentire lo sgabello tremare,pos
VIDEO La impactante cronologa del terremoto de  en México ,neg
Lunga scossa avvertita a Faenza terremoto,pos
Qua crolla tutto terremoto,pos
Avvertita scossa anche a Bergamo terremoto,pos
Scossa di terremoto a Milano,pos
VIDEO La impactante cronologa del terremoto de  en México ,neg
ojal hoy en la madrugada sea el terremoto q predijo la zinos,neg
JesusMartinMx Btardes Jess Como ves a Alex Backman est prediciendo un terremoto para maana La informacin me llego por whats Saludos,neg
Preprense para un terremoto de  pelotudos ,neg
Terremoto no Mar Egeu provoca Tsunami na ilha grega de Samos      RT Estado de Minas  DesastresNaturais Grécia ,neg
terremoto Ho avuto tantissima paura pensavo si staccasse il lampadario,pos
Unaltra scossa più piccola terremoto,pos
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo Sismo ,neg
Me ha gustado un vdeo de YouTube   SISMOCDMX SEP Momentos exactos del Terremoto de   en Mexico,neg
Después del terremoto viene la reconstruccin la importancia de la resiliencia ,neg
MANAB Comerciantes afectados por el terremoto protestan en la va El CarmenSanto Domingo ,neg
Milano scossa di terremoto,pos
unaltra e forte pure questa terremoto,pos
FLASH FORTE SCOSSE DI TERREMOTO AVVERTITE A ROMA E NEL CENTRO ITALIA ,pos
Una scossa di terremoto ha causato una valanga devastate Rigopiano VociDalGelo alle  sul nove ,neg
Gobierno entrega  casas y ofrece ms obras para damnificados de terremoto  ,neg
VIDEO La impactante cronologa del terremoto de  en México ,neg
Un hotel se derrumba por un terremoto de magnitud  en Taiwn ,neg
carlogabardini no È una scossa abbastanza leggera per la mia per fortuna piccola esperienza nel campo terremoto milano,pos
Altra scossa Ma porco cazzo terremoto,pos
il letto trema e mi sono svegliata terremoto che spavento,pos
 di nuovo terremoto,pos
Terremoto dove,pos
Alerta de tsunami por un terremoto de  en Alaska ,neg
AS VIVIERON NUESTROS HERMANOS PERUANOS EL TERREMOTO AYER  en la zona de Arequipa Cuzco y Lima  ,neg
Terremoto di nuovo fortissimo prego che non ci siano danni a niente e nessuno,pos
Direi che ora non cè più speranza di addormentarsi terremoto,pos
la aplicacin de reconocimiento de divisas para ciegos Pruébalo gratis  mct Money reader  Terremoto VenACenar EnsayOT EscuelaDeInvierno BuenViernes TodosConMeade MeCasoSi FelizAniversarioEdoméx DondeElAfter  HHEnLaW BuenViernes ViviendaEnRetoRCN ,neg
Un terremoto de magnitud  sacudi a México ,neg
hace rato que no tiembla en chile y eso me da miedo seguro se viene terremoto en unos meses,neg
Qualcuno ha sentito la scossa di terremoto  minuti fa,pos
Avvertito terremoto a Roma alle ,pos
Ho sentito una scossa di terremoto Che paura ,pos
madonna il terremoto,pos
I morti per il terremoto a Taiwan sono  ma ci sono ancora decine di dispersi ,neg
MaElsaViteri  Le voy a decir algo que muy pocos quieren decir desde que ocurri el terremoto la mayora de la empresa privada de la costa solo vende un tercio de lo que venda es decir sobrevivimos casi casi quebrados,neg
ALlufriuxdd vale crack fiera animal makina gigante artista titan caiman bulldog megalodon tiranosaurio superman astronauta semental ninja figura estegosaurio genio ironman tsunami leon terminator goliat terremoto rinoceronte tigre vaquero tanque mole samurai batman fenomeno mostro mastodonte,neg
DelisHerasme FranchyMendez frcaamano Stanleylucas edwardsoleeer VinicioSenador LeoHerasme ReyesAridio andujar nievesrd FelixPortes FrancescaBaez IntensaRD Jeovannypc Oereteizeta tainagautreau SusanaGautreau Orodriguez Ingfranco juanrosa Tremendo gesto de SOLIDARIDAD del Dr LeonelFernandez  esta magnfica obra a la educacin del vecino pas se entreg luego del devastador terremoto Demostracin de Humanidad y Grandeza Viva la Patria,neg
nonsolomamma ti sei svegliata anche tu terremoto,pos
La terra trema ancora a Milano Una scossa lunga che abbiamo sentito forte anche al primo piano terremoto,pos
Svegliata di colpo dal terremotoansia,pos
Acordei a noite com umas mexidas muito leves na cama e com a janela batendo achei que era o vento e voltei a dormir mas no era um TERREMOTO,neg
Che botta  Vicino o molto forte terremoto boretto,pos
terremoto Legnano,pos
Epicentro Modena terremoto,pos
Mi sono svegliata da pochi minuti per una scossa di terremoto a SantAndrea in Casaleho ancora i lampadari ke si muovono,pos
Terremoto de magnitud  sacude varias partes del Reino Unido  ,neg
Forte scossa di terremoto vicino Reggio magnitudo  ,neg
superscossa bologna trema e non sembra voler smettere terremoto emilia,pos
Noticias Terremoto  se registr en mar Caribe a  km de Honduras  Venezuela Tropa,neg
Ancora terremoto,pos
Firenze scossa terremoto,pos
Ho appena sentito una bella scossa di terremoto quì a Roma alle ,pos
Sono sconvoltala scossa di terremoto più forte della mia vita Una paura terribile,pos
Terremoto sentito anche a Mantova,pos
Scossa a torino terremoto,pos
Che paura cavolo mai sentita così forte Terremoto roma,pos
terremoto milano scossa prolungata dondolava la casa,pos
NUNCA est de ms esta info Sismo Temblor Terremoto a compartir PLS  ,neg
cerisano terremoto ha svegliato anche noi,pos
Unaltra scossa terremoto,pos
Ancora unaltra scossa avvertita a Genova terremoto,pos
Ase  segundo llegada de réplica de terremoto salvador alerta para Santiago,neg
Después del terremoto viene la reconstruccin la importancia de la resiliencia ,neg
sentita molto chiaramente anche a Padova terremoto,pos
Guarda il Video  Terremoto le prime immagini da Medolla  VideoSkynews,pos
Fuga in giardino cazzo unaltra terremoto,pos
valys se questi fossero i dati e stiamo parlando del Senato dove i più giovani non votano si profila un terremoto politico,neg
ccandelaruiz Pero un terremoto en el free fire ami,neg
 terremoto E chi dorme più,pos
ANGELWICCANO Ese terremoto est anunciado hasta en pelculas solo que nadie sabe el dia ni la hora,neg
Terremoto a corsicoMilano Abitando al secondo piano ho sentito ballare il letto,pos
Cazzo il terremoto,pos
Avvertita scossa di terremoto a Roma,pos
Después del terremoto viene la reconstruccin la importancia de la resiliencia ,neg
Di nuovo terremoto,pos
Altra scossa di terremoto verso le  sentita a Rovigo,pos
Cundo rebota el terremoto pa ac,neg
Terremoto sono saltate le linee telefoniche mobili ma a Rieti città solo paura,pos
terremoto forte scossa a Padova,pos
YuYamas Creeppop Bmorehorny DailyFlik SexyHotPicspl jopowercolor joejames HeavenlyBody owens HackerShane breastlvr Son hermosas y gigantes tus montaas quisiera ser quieb provoque un terremoto en ellas,neg
chi mi dice dove è stat o lepicentro del terremoto,pos
Wow che botta terremoto,pos
Sos Terremoto gli aiuti in diretta twitter  via gazzettamodena,pos
RT e Lepicentro della scossa di terremoto di venerdì notte dista circa  metri dal punto dove snam vorrebbe costruire folle inutile dannoso e pericoloso gasdotto E dista altri  metri dalla linea di faglia Perché a loro i profitti e a no ,neg
maugiandre ciao caroooo anchio sono tanta preoccupata kasso cè bisogno di fermare  attimo tutto e aiutare tutti  terremoto ,pos
Oddio  ce ne sono stati due di fila qui a Firenze non mi sono mai cacata in mano cosi tanto  D terremoto PrayForEarthquakeInItaly,pos
Terremoto e anche ben lungo,pos
terremoto molto forte speriamo non sia successo niente,pos
avvertito forte a Roma  terremoto,pos
Avvertita scossa di terremoto a Roma ore ,pos
terremoto avvertito ad OsimoAncona altre segnalazioni,pos
APPENA SENTITO UN TERREMOTO  in viaggio verso ufficio emergenza debiti Via Finlandia Firenze da Hotel Il ,pos
Eccolaaaaaaaa ancoraaaaaaaa Terremoto,pos
Qui a Pd si è appena sentita unaltra scossa terremoto Inizio ad avere paura,pos
malokeroloko lulusccp Sorayasccp Anjinho do terremoto eu fiquei sabendo mas no sabia que tinha afetado ai Pois a TV so mostra poltica suja Como vc est bem  Sai da anjinho vai pra casa,neg
ValeYellow se online potresti RT di sbloccare le password del WiFi nelle zone colpite dal terremoto molti personaggi seguiti lo fanno,pos
TRUMP PIERDE    SE  CONSOLIDA  UNIN LATINOAMERICANA CHINA IMPACTA AL MUNDO CON ACCIONES ECONMICAS POLTICAS Y BÉLICA EL PAPA HABLA GUERRA EN EL SUR TERREMOTO  METEORITO SOBRE USA RUSIA CONTROLA CRISISHABR JUSTICIA DIVINA  nov   p m ,neg
Chi è che ha buttato i frigoriferi dalla finestra a Roma  terremoto,pos
RT NCseismicobserv irdgkso South of Fiji Islands M     Event has not yet been reviewed by a seismologist For subsequent updates and details please see  earthquake séisme terremoto   ,neg
Sentita scossa di terremoto forte in Abruzzo,pos
terremotoaltra scossa,pos
earthquake mb  OFF COAST OF COQUIMBO CHILE  terremoto temblor ,neg
Pessoal que é de So Paulo alguém t informado sobre esse terremoto que deu a,neg
angelitarivas Todo destrabado con la de terremoto,neg
Anniversario terremoto Belice il sindaco di Santa Margherita in tenda per denunciare ritardi   blogsicilianotizie ,neg
Reporta SismologicoMX que hasta las  hrs del dia  se han registrado  réplicas del Terremoto de M de PinotepaNacional Oaxaca la mayor de M a las  hrs del  ,neg
Altra scossa di nuovo  terremoto ,pos
Fanculo terremoto di nuovo,pos
 Terremoto atinge a Bolvia e é sentido no Brasil  ,neg
Un terremoto de magnitud  se produce en el mar al norte de Honduras  ,neg
Emergenza avvertito terremoto Pescara,pos
Prr Geléia colocou um verso mt foda no gp da terremoto p Ratinho ,neg
JMLatorre diegomunoz Alcalde de que querés ser si en cualquier momento los agarra un terremoto y no queda ni el loro ah chileno de mierda,neg
Ok PANICO TERREMOTO SONO SOLA IN CASA,pos
Svegliati ora  da scossa di terremoto ,pos
essa tremedeira que voc sentiu a no é terremoto no é raiva mesmo,neg
Acabo de sentir un terremoto ,neg
Terremoto  nel sud delle Marche tra le province di Ascoli e Teramo avvertito distintamente a Chieti ,pos
Scossa di terremoto a milano Lavete sentito,pos
hace  min terremoto  en Santa Cruz Itundujia OAX Mexico mi  p m GMT GEOFON  ,neg
Terremoto de  grados sacude el mar de Ceram en Indonesia  ,neg
Scossa di terremoto sentita in Ancona ho i brividi,pos
El terremoto de la localidad portuguesa de Arraiolos se deja sentir levemente en Ciudad Real terremoto ,neg
Buenas o pues terminaremos de ver una de las sesiones del COACS ms épicas de la historia si los terremotos me dejan un rato tranquilita Mira que mudarme de Mlaga y pasarme esto en Granada ODIO LOS TERREMOTO,neg
elcolombiano Los drones en el futurovan a ser fundamentalespara evitar muchas muertespor desastres ambientales drones desastre CambioClimatico medioambiente lluvias Colombia Terremoto,neg
Un fuerte terremoto sacude México  va elpaisinter,neg
Terremoto borso del grappa Credo,pos
Taiwan terremoto di magnitudo  crolla albergo  morti e  dispersi  via repubblica,neg
Scossetta di terremoto niente male Amici e parenti di Rieti e provincia date notizie,pos
scossa di terremoto avvertita a colleferro e provincia di Roma,pos
marcobg anche a genova cazzo ai piani alti sentita parecchio   terremoto,pos
Asciende a  el nmero de muertos por terremoto en Taiwn ,neg
Chile alert primero sobre terremoto en Per  La Silla Rota ,neg
TERREMOTO  dove,pos
Terremoto percepito in brianza Scossa fortina a mio modesto parere Il letto ha tremato nitidamente per diversi secondi,pos
Bueno les digo algo porque me supongo que nadie est preparado y yo lo voy a hacer ahorita Agarren su bolsita pongan sus pasaportes otros documentos agua una ropa y medicinas en la puerta de su casa Yo viv un terremoto en Italia y pasé  horas en la calle,neg
CHE BELLO IL TERREMOTO,pos
GEN INFO scossa di terremoto avvertita pochi secondi fa,pos
forte scossa terremoto a Roma,pos
Un nuevo terremoto de magnitud  sacude el centro y sur de México sin causar vctimas  ,neg
fortissima scossa a Milano terremoto,pos
Rodrigo Gonzlez responde con todo a quienes anuncian terremoto en su nuevo programa ,neg
Terremoto de alta intensidad en la costa S de Per terremoto earthquake Per ,neg
Terremoto a vicenza ore  scossa tosta e lunga terremoto,pos
PA Un fuerte terremoto sacude Honduras y Cuba y provoca una alerta de tsunami Un fuerte terremoto de magnitud  en la escala de Richter sacudi las reas entre Honduras y Cuba y provoc una alerta por tsunami que podra afectar a Puerto Rico  ,neg
terremoto a milano leggero a Bologna forte cerchiamo di capire lepicentro Temo per LAquila CapaGrezza,pos
Madre ma Esto no para ahora otro fuerte terremoto en Taiwan    taiwanearthquake TaiwanEq Taiwan Terremoto,neg
Ma era terremoto,pos
Pazzescoterremoto a cassola vicino a bassano del grappa,pos
Turqua terremoto ,neg
fedepanicucci  togliere la password wifi nelle zone colpite dal terremoto può aiutare a facilitare le comunicazioni e i soccorsi RTW,pos
Oddio il terremoto,pos
Forte Terremoto in Italia magnitudo  scossa tra Voltre e Santa Sofia Forlì Cesana ,neg
Merda svegliata dal terremoto chi cazzo dorme più adesso,pos
Popolo di mediocri ultimamentema dopo la mobilitazione di oggi penso si possa avere ancora fiducia in tutti noiFuori le palle terremoto,pos
Terremoto en CHINA ,neg
Che botta di terremoto  mi ha svegliato RegtoVote fb,pos
terremoto a Cremona Paijuraaa Ci ha svegliati,pos
Che schicchera Terremoto Roma centroitalia,pos
No é possvel que a detremura vai ter de explicar pela milésima vez que seu sobrenome no tem nada a ver com terremoto  SemaninhaTensa,neg
news Terremoto   UTC   MagnitudeML     Macerata  by INGV,pos
Terremoto sentito bene a Roma e provincia ma a quanto pare in tutto io centro Italia fino a Riminiconfermate,pos
Svegliata dal terremoto,pos
ravensitka He ledo la noticia y aunque el terremoto es muy lejos el posible tsunami no es algo tan remoto y estis a pie de mar pero entiendo que la Isla Kruzof os protege de impacto directo,neg
   km M   earthquake Japan  terremoto,neg
Caramba gente t acontecendo o fim do mundo hoje Terremoto e tsunami e vulco e Globocop caindo por ai Kd as benzedera diria To de greve TeraDetremuraSDV,neg
Alerta Urgente Honduras Terremoto Tsunami ltimo ULTIMAHORA Honduras ,neg
Nacionales Familias recuerdan a vctimas del terremoto  en Las Colinas Santa Tecla  ,neg
terremoto questa scossa delle  non finiva più Almeno  secondi infiniti più forte delle ,pos
Cavezzo  crollati tre quarti del paese Servono squadre di soccorso  terremoto condividiamo tutti,pos
Scossa di terremoto a Venezia,pos
CasafinaGennaro ClaudiaBriosch Non fu un terremoto ma qualcosa di prevedibile I danni materiali erano inevitabili le vittime avrebbero dovuto essere avvisate dalla Protezione civile,neg
ltimamente la Terremoto se lo est tomando en serio lo har bien o mal pero se lo agradezco TCMS,neg
Earthquake terremoto M strikes  km N of Pordenone Italy  min ago More info ,neg
Unaltra bella forte terremoto,pos
Ammazza che scossa a roma terremoto,pos
terremoto sentito a rimini Ore ,pos
VIDEO La impactante cronologa del terremoto de  en México ,neg
Terremoto En Taiwan de  Los Vdeos Mas Impactantes E Increbles Derriba Hotel  Dale click a la publicacin para mas detalles ,neg
terremoto Scossa forte a Roma Ora,pos
Comunicado Oficial de JuntaEx sobre Terremoto en Portugal sentido en Extremadura Sin daos humanos ni materiales ,neg
Roma sud ho sentito scossa moderata al piano terra terremoto,pos
VIDEO La impactante cronologa del terremoto de  en México ,neg
VIDEO La impactante cronologa del terremoto de  en México Documental ,neg
OMIODIOSANTISSIMO cè appena stato un terremoto qui OO,pos
Scossa di terremoto a milano,pos
He ledo tantos comentarios xenofobos por la pelcula de unamujerfantstica y me da una vergenza ajena Merecemos otro terremoto ms fuerte para que desaparezcan estos tipos de personas ,neg
Avvertita altra scossa a Firenze Terremoto,pos
El rgano de San Francisco vuelve a sonar como antes del terremoto de   va SERMurcia,neg
In questi giorni giustamente si fa un gran parlare della struttura di Norcia e di tutto ciò che ne consegue ma forse è importante inquadrare la situazione perché dipende molto da dove si inizia a raccontare la storia terremoto ,neg
Terremoto Pescara colpo fortissimo ma tutto ok,pos
Oddio ragà ha appena fatto il terremoto qua da meok stasera non dormo più,pos
raquelsastrecom Jajajajjaaj Mo habrs sido t la del terremoto de Santomera,neg
E unaltra botta adesso terremoto,pos
Paula Podest y Carlos Ciuffardi se acercaron al Santo Padre para pedirle su bendicin y en el dilogo le contaron que estaban casados pero solo por civilNo haban podido celebrar su matrimonio religioso porque su iglesia fue destruida en el terremoto que azot Chile en  ,neg
Moderate earthquake  mb   KM South of Prgos Greece Depth  KM More info at  lt EQVT deprem terremoto sesmo sismo temblor  Did you feel this earthquake Tell us ,neg
FALCAO todo bien con lo del terremoto dicen que también se movi Turqua,neg
Bello quando dormi e ti svegli di soprassalto con il letto che balla terremoto Firenze,pos
sembra che lepicentro è Perugia Terremoto,pos
VIDEO La impactante cronologa del terremoto de  en México Documental ,neg
Scossa di terremoto a Padova,pos
Me ha gustado un vdeo de YouTube   YOUTUBERS EN EL TERREMOTO DE MÉXICO DEBRYAN YOSS LA DIVAZA ALEX,neg
Terremoto a Tivoli,pos
Un fuerte terremoto de magnitud  sacude México ,neg
RT riotta  e  al mio computer è in corso una forte scossa nel Nord e Centro Italia terremoto usa questo hashtag nei tweet,pos
Fraintesa Gli hotel Holiday Inn e Diana di Ravenna hanno dato la loro disponibilità ad accogliere gli sfollati terremoto,pos
oh quinto piano ballavo nel letto e la sbronza non aiuta che si fa si urla mai sentita una cosa del genere terremoto,pos
Altra bella scossa di terremoto svizzera mendrisio,pos
Después del terremoto viene la reconstruccin la importancia de la resiliencia México ,neg
tremebundo tfg terremoto,neg
terremoto Prime info magnitudo   Km a nord ovest di Ascoli Piceno,pos
Sismlogos pronostican dnde ocurrir el prximo terremoto del siglo Sismo ,neg
terremoto  UTC GOLFO DE CDIZ mag profkm clculo provisional ,neg
Terremoto M  North Of Ascension Island  sb  jun   UTC  GMT  Hace  hora ms informacin  via Volcanoes amp Erthquakes App  ,neg
Oct El mar Egeo retrocede en Izmir tras el terremoto de intensidad  que sacudi esta maana a Turqua y Grecia ,neg
Terremoto Pesaro,pos
Roma piccola scossa terremoto,pos
GustavoPiga Specialmente ora che si dovrà ricostruire dopo il terremoto,pos
Q anooooo  terremoto de categoria  e tsunami na Turquia Prédios caindo ruas alagadas ,neg
Raga poecamodanna qua mi vibra la casa diocane riccione terremoto,pos
SOCORRO TERREMOTO tao falando que evacuou a gazeta é mentira viu eu to aqui dentro plena,neg
repubblicait Ma gli sms servono solo per i televoti Chiediamo che attivino gli smssolidali per il terremoto in Emilia,pos
Es inminente Un gran terremoto que est a punto de golpear EEUU Sismlogos tienen muchos indicios para confirmarlo    chematierra discloser AngelsShare SOLPLAYALUNA erlukkax maesgochile  CCRadovic freddyalexis cesarparraguia ,neg
IL TERREMOTO,pos
Al menos doce personas han muerto y otras  han resultado heridas en la ciudad turca de Esmirna por el terremoto que hoy sacudi la costa egea de Turqua y las islas griegas inform el servicio de emergencias turco AFAD   ,neg
Este es el tiempo que tardara las olas en llegar si finalmente se produjese tsunami a raz del terremoto producido hace pocas horas en Alaska Podra ser inminente  ,neg
Ahahahah il popolo di twittet subito sveglio Tutti a cercare la cassettina dei Litfiba terremoto,pos
Ditemi che qualcuno era sveglio e che ha sentito il terremoto altrimenti penso di essere matta,pos
hace una hora terremoto  en Xiulin HUA Taiwan km  CLST GEOSCIENCE  ,neg
Ma cazzo Lurlo che ho tirato Ho svegliato il palazzo ansia terremoto,pos
SimoneNigro DavideVino anche li  Mi son svegliato fess  pure qui terremoto Isorella,pos
raizti Lo mismo percib durante la noche en Calama abra sido lo del terremoto en Alaska,neg
seconda scossa di terremoto ore  sarnico,pos
terremoto verona chi dorme ora,pos
Attenzione prolungata scossa di terremoto in provincia di Verona,pos
Terremoto bastante fuerte a  km de Tonala CHIS   ,neg
Oct Terremoto Turquia  tarihvesehir Lo de zmir es realmente espantoso ,neg
Cazzo che scosse di terremoto Treviso,pos
Brasil tem corrupo e roubalheira mas pelo menos no tem terremoto ,neg
El terremoto de hace un mes en Nueva Guinea mantiene afectadas a ms de medio milln de personas ,neg
Terremoto a Chieti,pos
Cazzoo il terremoto,pos
Forte scossa di terremoto in tutto il centro Italia,pos
Ma è uno sciame sismico Balla tutto terremoto,pos
Vanessa Terkes se asust con el terremoto de  grados ocurrido en México FOTOS  va tromepe,neg
terremoto bastaaaaaa,pos
OJO Se avecina un terremoto masivo La actividad ssmica en el Anillo de Fuego desata las alarmas  ,neg
Che botta a Trastevere terremoto,pos
Altra scossa a MI si evacua terremoto,pos
Cancelan la advertencia de tsunami para Puerto Rico e Islas Vrgenes  EVNews Terremoto Honduras PuertoRico IslasVirgenes,neg
Adesso lho sentito terremoto,pos
scossa di terremoto,pos
El Servicio Geolgico de los Estados Unidos report un terremoto de  a  kilmetros al noreste de Ridgecrest California y un sismo  a  kilmetros al suroeste de Valle de Searles California ,neg
Qui a Reggio mi è sembrata la più violenta finora terremoto,pos
